name,url,born,teams,first_class.average,first_class.balls_faced,first_class.boundaries,first_class.catches_taken,first_class.fifties,first_class.highest,first_class.hundreds,first_class.inns,first_class.matches,first_class.not_outs,first_class.runs,first_class.sixes,first_class.strike_rate,first_class.stumps
T Natarajan,http://www.espncricinfo.com/ci/content/player/802575.html,"May 27, 1991, Salem ","Dindigul Dragons,",2.80,132,3,5,0,12,0,15,15,5,28,0,21.21,0
Ganeshraj  Narvekar,http://www.espncricinfo.com/ci/content/player/538885.html,"February 28, 1993, Mapusa, Goa ",Goa,11.00,136,6,0,0,13*,0,9,7,5,44,0,32.35,0
Narisingh Yadav,http://www.espncricinfo.com/ci/content/player/1163689.html,"March 3, 1992, Imphal, Manipur ",Manipur,1.25,23,1,0,0,5,0,4,2,0,5,0,21.73,0
Ramadoss Naresh,http://www.espncricinfo.com/ci/content/player/32081.html,"November 13, 1985, Madras (now Chennai), Tamil Nadu ",Tamil Nadu Under-19s,21.91,647,27,4,2,64,0,14,9,2,263,3,40.64,0
Naren Reddy,http://www.espncricinfo.com/ci/content/player/604710.html,"December 14, 1994, Produture, Andhra Pradesh, ",Andhra,26.00,283,11,2,1,51*,0,6,4,2,104,4,36.74,0
Sai Karthik,http://www.espncricinfo.com/ci/content/player/1161582.html,"September 20, 1997, Karakal, Puducherry ",Puducherry,5.00,9,1,0,0,5,0,1,2,0,5,0,55.55,0
Mohinder Sharma,http://www.espncricinfo.com/ci/content/player/34552.html,"February 17, 1985, Kulu, Himachal Pradesh ","Himachal Pradesh,",4.07,157,7,4,0,16,0,23,20,10,53,1,33.75,0
Sandipan Das,http://www.espncricinfo.com/ci/content/player/528964.html,"November 29, 1992, Calcutta (now Kolkata), Bengal ","Bengal,",21.00,506,32,7,1,62,0,13,8,3,210,0,41.50,0
 Rangaraj Suthesh,http://www.espncricinfo.com/ci/content/player/390355.html,"April 8, 1987, Palani ","Chepauk Super Gillies,",2.50,21,1,0,0,4,0,3,3,1,5,0,23.80,0
Umashankar Sushil,http://www.espncricinfo.com/ci/content/player/392596.html,"July 31, 1989, Madras (now Chennai) ","Albert TUTI Patriots,",20.14,320,17,8,0,45,0,8,6,1,141,2,44.06,4
Sunny Patel,http://www.espncricinfo.com/ci/content/player/290719.html,"April 10, 1987, Surat ",Gujarat,26.61,834,78,19,2,108,1,21,13,3,479,2,57.43,0
Sunny Sharma,http://www.espncricinfo.com/ci/content/player/341232.html,"December 18, 1986, Jandiala, Punjab ",Haryana,7.00,20,2,0,0,14,0,2,2,0,14,0,70.00,0
Sumeet Verma,http://www.espncricinfo.com/ci/content/player/390724.html,"November 18, 1990, Bhumti, Himachal Pradesh ",Himachal Pradesh,43.46,2115,135,17,7,160,2,32,19,6,1130,8,53.42,0
Amaradeep Bankelal Sonkar,http://www.espncricinfo.com/ci/content/player/317094.html,"March 6, 1984, Kanpur, Uttar Pradesh ",Haryana,3.00,54,1,1,0,7,0,4,2,0,12,0,22.22,0
 Zahoor Sofi,http://www.espncricinfo.com/ci/content/player/340608.html,"May 2, 1987, Srinagar, Kashmir ",Jammu & Kashmir,10.57,219,10,2,0,21,0,8,6,1,74,0,33.78,0
Sajad Sofi,http://www.espncricinfo.com/ci/content/player/279555.html,"December 9, 1986, Srinagar ",Jammu & Kashmir,0.00,2,0,0,0,0,0,1,1,0,0,0,0.00,0
Payas Ranjan Sinha,http://www.espncricinfo.com/ci/content/player/279658.html,"December 22, 1987, Anugul ",Orissa,18.25,244,10,0,0,44,0,4,3,0,73,0,29.91,0
Amit Romail  Singh,http://www.espncricinfo.com/ci/content/player/482819.html,"October 24, 1984 ",Jammu & Kashmir,14.00,28,3,0,0,15*,0,3,3,1,28,0,100.00,0
Ameya Shrikhande,http://www.espncricinfo.com/ci/content/player/327126.html,"July 25, 1986, Pune ","Kolkata Knight Riders,",33.77,1101,82,8,1,195,3,18,10,0,608,2,55.22,0
Majeed Shashavali,http://www.espncricinfo.com/ci/content/player/279558.html,"July 25, 1987, Vijawada ",Andhra,12.66,107,2,1,0,22,0,3,3,0,38,0,35.51,0
Pranay Sharma,http://www.espncricinfo.com/ci/content/player/390400.html,"March 16, 1988, Jaipur ",Rajasthan,27.04,1332,108,3,1,140,2,26,14,1,676,2,50.75,0
Mayank Sharma,http://www.espncricinfo.com/ci/content/player/377731.html,"September 13, 1985, Guragaon, Haryana ",Haryana,10.00,26,1,0,0,10,0,1,1,0,10,0,38.46,0
Narinder Sharma,http://www.espncricinfo.com/ci/content/player/390842.html,"December 31, 1989, Bhiwani ",Services,1.50,20,0,0,0,2,0,2,2,0,3,0,15.00,0
Aditya Shanware,http://www.espncricinfo.com/ci/content/player/798135.html,"August 18, 1991, Nagpur, Maharashtra ","Vidarbha,",24.00,979,44,9,2,119,1,16,10,1,360,1,36.77,0
Kamran Shaikh,http://www.espncricinfo.com/ci/content/player/391166.html,"November 4, 1988, Baroda, Gujarat ",Baroda,0.00,2,0,0,0,0,0,1,1,0,0,0,0.00,0
 Agha Shahid,http://www.espncricinfo.com/ci/content/player/390636.html,"January 13, 1984, Lucknow ",Railways,16.66,46,2,2,0,29,0,3,4,0,50,3,108.69,0
Shailendra Sengar,http://www.espncricinfo.com/ci/content/player/340842.html,"January 25, 1993, Kanpur ",Uttar Pradesh,9.00,22,0,0,0,9,0,2,4,1,9,0,40.90,0
Mohammad Sanuth,http://www.espncricinfo.com/ci/content/player/378457.html,"July 25, 1989, Kowdiar, Trivandrum ","Kerala,",7.66,72,2,0,0,12*,0,4,3,1,23,0,31.94,0
Lagnajit Samal,http://www.espncricinfo.com/ci/content/player/390633.html,"September 29, 1989, Cuttack ",Orissa,17.84,711,53,4,0,43,0,23,13,4,339,1,47.67,0
Ravikant Saini,http://www.espncricinfo.com/ci/content/player/378466.html,"September 27, 1989, Hamirpur, Himachal Pradesh ",Himachal Pradesh,9.00,13,2,1,0,9,0,1,1,0,9,0,69.23,0
Pankaj Saikia,http://www.espncricinfo.com/ci/content/player/340869.html,"November 27, 1986, Dibrugarh, Assam ",Assam,11.00,11,0,0,0,11,0,1,1,0,11,1,100.00,0
Vishal Chanprakash Sahni,http://www.espncricinfo.com/ci/content/player/279656.html,"December 3, 1983, Panchkula ",Haryana,33.71,680,21,1,2,58,0,8,5,1,236,2,34.70,0
Kamran Khan,http://www.espncricinfo.com/ci/content/player/391121.html,"March 10, 1991, Azamgarh, Uttar Pradesh ","Colts Cricket Club,",10.00,27,2,0,0,15*,0,4,2,1,30,2,111.11,0
Thirush Kamini,http://www.espncricinfo.com/ci/content/player/220728.html,"July 30, 1990, Madras (now Chennai), Tamil Nadu ","India Red Women,",79.00,600,28,0,0,192,1,3,2,0,237,1,39.50,0
Vidhyadhar Kamath,http://www.espncricinfo.com/ci/content/player/447568.html,"June 15, 1989 ",Goa,26.40,353,15,1,1,52,0,6,3,1,132,0,37.39,0
SK Kamaruddin,http://www.espncricinfo.com/ci/content/player/1083832.html,"July 25, 1992, Adoni, Andhra Pradesh ","Andhra,",-,-,-,0,-,-,-,-,1,-,-,-,-,0
Gaurav Jathar,http://www.espncricinfo.com/ci/content/player/398515.html,"January 30, 1991, Mumbai ","India Under-19s,",-,-,-,0,-,-,-,-,1,-,-,-,-,0
Jaskaran Singh,http://www.espncricinfo.com/ci/content/player/543922.html,"December 21, 1991, East Singhbhum ",Rising Pune Supergiants,6.61,333,12,4,0,30,0,19,15,6,86,0,25.82,0
Jaskaran Singh,http://www.espncricinfo.com/ci/content/player/376102.html,"September 4, 1989, Mohali, Punjab ","Deccan Chargers,",18.66,238,17,2,1,58,0,10,8,1,168,9,70.58,0
Jarnail Singh,http://www.espncricinfo.com/ci/content/player/425916.html,"December 15, 1990, Mehatpur, Himachal Pradesh ",Himachal Pradesh Cricket Association XI,11.00,54,4,0,0,22,0,2,1,0,22,0,40.74,0
Mohit Jangra,http://www.espncricinfo.com/ci/content/player/1151275.html,"September 27, 1999, Lokhimpur, Assam ",India Under-19s,-,1,0,0,0,1*,0,1,2,1,1,0,100.00,0
Satish Jangir,http://www.espncricinfo.com/ci/content/player/1176126.html,"April 3, 1998 ",Puducherry,7.00,11,0,1,0,7,0,1,3,0,7,0,63.63,0
Chirag Jani,http://www.espncricinfo.com/ci/content/player/527362.html,"November 9, 1989, Bhavnagar ","Kolkata Knight Riders,",28.05,3169,156,18,7,108,2,65,44,12,1487,29,46.92,0
Ayush Jamwal,http://www.espncricinfo.com/ci/content/player/1070187.html,"August 11, 1999, Delhi ","Himachal Pradesh,",2.60,30,0,4,0,7,0,5,12,0,13,0,43.33,0
Narender Singh,http://www.espncricinfo.com/ci/content/player/321725.html,"September 17, 1987, Delhi ",Delhi,12.25,120,5,1,0,34,0,4,4,0,49,0,40.83,0
Narender Singh,http://www.espncricinfo.com/ci/content/player/236826.html,"October 4, 1984, Bhiwani, Haryana ",Services,6.50,35,2,0,0,11,0,2,1,0,13,0,37.14,0
S Narayanan,http://www.espncricinfo.com/ci/content/player/32020.html,date unknown ,Madras,-,-,-,1,-,-,-,-,1,-,-,-,-,0
Angadu Narayanan,http://www.espncricinfo.com/ci/content/player/1160204.html,"July 24, 1983, Chennai, Tamil Nadu ",Puducherry,10.50,56,4,0,0,13,0,2,2,0,21,0,37.50,0
Ramesh Narayan,http://www.espncricinfo.com/ci/content/player/32015.html,"September 15, 1952, Rohtak, Haryana ",Haryana,-,-,-,1,-,-,-,-,1,-,-,-,-,0
Pulkit Narang,http://www.espncricinfo.com/ci/content/player/714605.html,"June 18, 1994 ",Ram Lal Anand College (Delhi),18.80,752,16,1,1,55,0,12,8,2,188,0,25.00,0
Kumailabbas Naqvi,http://www.espncricinfo.com/ci/content/player/483321.html,"July 11, 1982, Delhi ",Jammu & Kashmir,0.00,5,0,0,0,0,0,1,1,0,0,0,0.00,0
Adithya B Sagar,http://www.espncricinfo.com/ci/content/player/340530.html,"October 21, 1988, Hubli, Karnataka ",Karnataka,24.50,140,7,1,0,29,0,3,2,1,49,0,35.00,0
Ankit Kalsi,http://www.espncricinfo.com/ci/content/player/722601.html,"September 26, 1993, Una ","Himachal Pradesh,",42.82,2608,151,10,6,144*,4,32,23,3,1242,0,47.62,0
Ravi Kalpana,http://www.espncricinfo.com/ci/content/player/597820.html,"May 5, 1996, Krishna, Andhra Pradesh ","India A Women,",2.00,25,0,4,0,3,0,3,7,1,4,0,16.00,1
M Kalita,http://www.espncricinfo.com/ci/content/player/30000.html,"December 1, 1981, Guwahati, Assam ","Assam,",6.50,16,0,0,0,12,0,2,2,0,13,1,81.25,0
Vishal Kalkal,http://www.espncricinfo.com/ci/content/player/735771.html,"December 22, 1995, Delhi ","Haryana,",0.00,2,0,0,0,0,0,1,2,0,0,0,0.00,0
Jitumoni Kalita,http://www.espncricinfo.com/ci/content/player/1079435.html,"October 10, 2000, Lakhimpur, Assam ","Assam,",8.50,132,5,1,0,23,0,5,3,1,34,0,25.75,0
Sumit Kalia,http://www.espncricinfo.com/ci/content/player/290748.html,"November 27, 1987, Jalandhar, Punjab ","Ahmedabad Rockets,",-,-,-,0,-,-,-,-,2,-,-,-,-,0
Mohit Kale,http://www.espncricinfo.com/ci/content/player/1159710.html,"November 27, 1996, Amravati, Maharashtra ",Vidarbha,33.18,905,44,2,2,68,0,12,9,1,365,0,40.33,0
Abhijit Kale,http://www.espncricinfo.com/ci/content/player/29998.html,"July 3, 1973, Ahmednagar, Maharashtra ",Maharashtra,10.00,22,1,0,0,10,0,1,1,0,10,0,45.45,0
Atharva Kale,http://www.espncricinfo.com/ci/content/player/1135483.html,date unknown ,"Maharashtra,",22.33,81,5,0,0,34,0,3,3,0,67,2,82.71,0
Roosh Kalaria,http://www.espncricinfo.com/ci/content/player/528055.html,"January 16, 1993, Rajkot, Saurashtra ","Gujarat,",28.28,2696,195,14,5,106,2,62,46,10,1471,10,54.56,0
Rana Kalangutkar,http://www.espncricinfo.com/ci/content/player/290641.html,"October 19, 1992, Mapusa, Goa ",Goa,-,3,0,0,0,5*,0,1,2,1,5,0,166.66,0
Kartik Kakade,http://www.espncricinfo.com/ci/content/player/1125568.html,"July 25, 1995, Baroda (now Vadodara), Gujarat ","Baroda,",22.75,179,13,0,0,42,0,4,3,0,91,3,50.83,0
Mohammad Kaif,http://www.espncricinfo.com/ci/content/player/29990.html,"December 1, 1980, Allahabad, Uttar Pradesh ","India,",32.84,1548,64,14,3,148*,1,22,13,3,624,2,40.31,0
Vishamber Kahlon,http://www.espncricinfo.com/ci/content/player/1159725.html,"November 26, 1996, Baroda (now Vadodara), Gujarat ",Goa,10.00,78,2,0,0,16,0,2,1,0,20,0,25.64,0
Debbhakta Jamatia,http://www.espncricinfo.com/ci/content/player/29672.html,"April 7, 1985 ",Tripura,-,2,1,0,0,4*,0,1,1,1,4,0,200.00,0
Jalal Uddin,http://www.espncricinfo.com/ci/content/player/1163674.html,"October 23, 1992, Dimapur, Nagaland ",Nagaland,1.25,42,0,0,0,2,0,4,2,0,5,0,11.90,0
Yashasvi Jaiswal,http://www.espncricinfo.com/ci/content/player/1151278.html,"December 28, 2001, Suriya, Uttar Pradesh ",India Under-19s,20.00,42,3,2,0,20,0,2,1,1,20,0,47.61,0
Pankaj Jaiswal,http://www.espncricinfo.com/ci/content/player/652359.html,"September 20, 1995, Kangra, Himachal Pradesh ","Himachal Pradesh,",18.35,537,52,10,1,63*,0,37,28,6,569,46,105.95,0
Ankush Jaiswal,http://www.espncricinfo.com/ci/content/player/714465.html,"June 16, 1992 ",Rizvi Mumbai,-,19,2,0,0,20*,0,1,1,1,20,1,105.26,0
Saransh Jain,http://www.espncricinfo.com/ci/content/player/731381.html,"March 31, 1993, Indore, Madhya Pradesh ",Madhya Pradesh,12.88,300,17,4,0,35,0,11,8,2,116,0,38.66,0
Saahil Jain,http://www.espncricinfo.com/ci/content/player/956021.html,"Kamrup, Assam ","Assam,",0.00,1,0,0,0,0,0,1,2,0,0,0,0.00,0
Karu Jain,http://www.espncricinfo.com/ci/content/player/54171.html,"September 9, 1985, Bangalore, Karnataka ","India Women,",21.66,587,27,14,0,40,0,9,5,0,195,0,33.21,3
Arnab Nandi,http://www.espncricinfo.com/ci/content/player/447143.html,"September 11, 1987, Babugang, Bengal ",Bengal,19.44,1079,62,17,4,60,0,29,19,4,486,2,45.04,0
Karan Nande,http://www.espncricinfo.com/ci/content/player/536954.html,"January 7, 1987, Mumbai ",Maharashtra,41.50,183,14,2,0,106,1,5,5,1,166,7,90.71,0
Chetanya Nanda,http://www.espncricinfo.com/ci/content/player/32093.html,"March 29, 1979, Delhi ","India,",15.06,1407,48,11,2,58,0,36,31,7,437,2,31.05,0
Aneil Nambiar,http://www.espncricinfo.com/ci/content/player/31783.html,"March 2, 1984, Trivandrum (now Thiruvananthapuram), Kerala ","Karnataka,",0.00,8,0,0,0,0,0,1,1,0,0,0,0.00,0
Naman Sharma,http://www.espncricinfo.com/ci/content/player/31880.html,"December 11, 1986, Ghaziabad, Uttar Pradesh ",Uttar Pradesh Under-16s,7.00,10,0,1,0,7*,0,2,2,1,7,0,70.00,0
Darshan Nalkande,http://www.espncricinfo.com/ci/content/player/1111917.html,"October 4, 1998, Wardha, Maharashtra ","India Under-19s,",2.00,27,2,1,0,8,0,4,2,0,8,0,29.62,0
Nakul Sharma,http://www.espncricinfo.com/ci/content/player/816727.html,"October 23, 1993, Bilaspur, Himachal Pradesh ",Services,11.60,79,8,8,0,32,0,5,4,0,58,2,73.41,1
Dinesh Nakrani,http://www.espncricinfo.com/ci/content/player/731523.html,"September 21, 1991, Kutch, Saurashtra ","Saurashtra,",16.80,70,7,2,0,46,0,5,5,0,84,5,120.00,0
Vinan Nair,http://www.espncricinfo.com/ci/content/player/31838.html,"May 30, 1974, Kerala ",Kerala,25.61,752,68,36,4,70,0,22,17,4,461,4,61.30,2
Karun Nair,http://www.espncricinfo.com/ci/content/player/398439.html,"December 6, 1991, Jodhpur, Rajasthan ","India,",62.33,506,41,6,0,303*,1,7,6,1,374,4,73.91,0
Viraj Kadbe,http://www.espncricinfo.com/ci/content/player/340834.html,"November 18, 1989, Nagpur, Maharashtra ","Chennai Super Kings,",26.66,122,8,3,0,32,0,4,6,1,80,0,65.57,0
Ramesh Kadam,http://www.espncricinfo.com/ci/content/player/30153.html,"December 26, 1962, Kolhapur, Maharashtra ",Maharashtra,-,-,-,1,-,-,-,-,1,-,-,-,-,0
Rohan Kadam,http://www.espncricinfo.com/ci/content/player/777739.html,"July 5, 1994, Dharwad, Karnataka ",Belagavi Panthers,17.00,17,3,0,0,17,0,1,1,0,17,0,100.00,0
Ninad Kadam,http://www.espncricinfo.com/ci/content/player/1161491.html,"November 16, 1992, Bombay (now Mumbai), Maharashtra ",Tripura,16.44,392,19,2,0,34,0,9,5,0,148,0,37.75,0
Hitesh Kadam,http://www.espncricinfo.com/ci/content/player/924521.html,"October 5, 1988, Mumbai, Maharastra ",Railways,3.66,37,2,0,0,8,0,4,2,1,11,0,29.72,0
A Kadam,http://www.espncricinfo.com/ci/content/player/236767.html,date unknown ,Mumbai,28.50,266,10,1,0,49,0,4,4,0,114,1,42.85,0
Ganesh Kukade,http://www.espncricinfo.com/ci/content/player/390496.html,date unknown ,Maharashtra,4.50,15,1,1,0,6,0,2,3,0,9,0,60.00,0
Prashant Kore,http://www.espncricinfo.com/ci/content/player/1137216.html,"October 6, 1995, Sangli, Maharashtra ","Maharashtra,",23.00,32,3,3,0,15*,0,2,3,1,23,0,71.87,0
Sinari Kishore,http://www.espncricinfo.com/ci/content/player/280387.html,"December 4, 1980, Sanquelim ",Goa,1.00,2,0,0,0,1,0,1,1,0,1,0,50.00,0
Chirag Khurana,http://www.espncricinfo.com/ci/content/player/327125.html,"November 3, 1992, Kaithal, Haryana ",Maharashtra,35.94,5890,386,42,15,136*,6,94,56,10,3019,4,51.25,0
Varun Khanna,http://www.espncricinfo.com/ci/content/player/317096.html,"October 12, 1984 ",Punjab,14.25,248,5,3,0,30*,0,12,9,8,57,1,22.98,0
Noor Khan,http://www.espncricinfo.com/ci/content/player/341157.html,date unknown ,Maharashtra,4.00,8,0,0,0,4,0,1,1,0,4,0,50.00,0
Mohammed Khader,http://www.espncricinfo.com/ci/content/player/320348.html,"November 6, 1987, Hyderabad ",Hyderabad (India),19.30,691,36,6,0,35*,0,19,16,6,251,1,36.32,0
Jagannathan Kaushik,http://www.espncricinfo.com/ci/content/player/423814.html,"October 25, 1985, Chennai ","Ruby Trichy Warriors,",7.00,312,6,2,0,20,0,16,16,4,84,2,26.92,0
Mohammad Karim,http://www.espncricinfo.com/ci/content/player/324443.html,"September 15, 1987, Delhi, India ",Vidarbha,36.00,60,3,1,0,33,0,2,3,1,36,0,60.00,0
Dharshan Kanjania,http://www.espncricinfo.com/ci/content/player/390002.html,"October 15, 1989, Delhi ",Delhi,-,4,0,0,0,1*,0,1,1,1,1,0,25.00,0
Alpesh Kantilal Kamalia,http://www.espncricinfo.com/ci/content/player/279547.html,"June 24, 1986, Ghoghla ",Saurashtra,19.00,26,1,1,0,17,0,2,2,1,19,0,73.07,0
Madhu Kamat,http://www.espncricinfo.com/ci/content/player/390620.html,"March 22, 1990, Santa Cruz, Goa ",Goa,-,-,-,0,-,-,-,-,1,-,-,-,-,0
Jahan Uddin,http://www.espncricinfo.com/ci/content/player/1163680.html,"May 26, 1990, Sonabarighat, Assam ",Sikkim,17.75,474,23,1,0,35,0,9,5,1,142,0,29.95,0
Ishank Jaggi,http://www.espncricinfo.com/ci/content/player/279554.html,"January 27, 1989, Bacheli ","Deccan Chargers,",42.98,10847,691,63,21,201*,18,139,84,13,5416,38,49.93,0
Jagadish Patel,http://www.espncricinfo.com/ci/content/player/261167.html,date unknown ,Gujarat President's XI,-,1,0,0,0,1*,0,1,1,1,1,0,100.00,0
Narayan Jagadeesan,http://www.espncricinfo.com/ci/content/player/1048813.html,"December 24, 1995, Coimbatore, Tamil Nadu ","Chennai Super Kings,",41.85,1501,85,45,3,131*,3,24,17,4,837,12,55.76,3
Wasim Jaffer,http://www.espncricinfo.com/ci/content/player/29646.html,"February 16, 1978, Bombay (now Mumbai), Maharashtra ","India,",34.10,4045,272,27,11,212,5,58,31,1,1944,3,48.05,0
Jafar Jamal,http://www.espncricinfo.com/ci/content/player/480167.html,"March 20, 1990, Kunnamkulam, Thrissur, Kerala ",Kerala,0.00,2,0,1,0,0,0,2,2,0,0,0,0.00,0
Vedant Naik,http://www.espncricinfo.com/ci/content/player/822679.html,"September 4, 1996 ","Goa,",27.57,413,37,0,0,41,0,8,4,1,193,0,46.73,0
Sulakshana Naik,http://www.espncricinfo.com/ci/content/player/54016.html,"November 10, 1978, Bombay (now Mumbai), Maharashtra ","Asia Women XI,",20.66,136,8,1,0,25,0,3,2,0,62,0,45.58,2
Prashant Naik,http://www.espncricinfo.com/ci/content/player/32094.html,"September 2, 1986, Pune, Maharashtra ","Delhi Daredevils,",36.29,1350,69,6,4,118,1,20,14,3,617,11,45.70,0
Nikhil Naik,http://www.espncricinfo.com/ci/content/player/554700.html,"November 9, 1994, Savantwadi, Maharashtra ","Kings XI Punjab,",1.50,23,0,2,0,3,0,2,1,0,3,0,13.04,0
AP Naik,http://www.espncricinfo.com/ci/content/player/31858.html,"November 22, 1979, Margao, Goa ",Goa Under-22s,1.16,95,0,1,0,5,0,12,7,6,7,0,7.36,0
Sravanthi Naidu,http://www.espncricinfo.com/ci/content/player/226658.html,"August 23, 1986, Secunderabad, Andhra Pradesh ",India Women,9.00,40,1,0,0,9,0,1,1,0,9,0,22.50,0
Pagadala Naidu,http://www.espncricinfo.com/ci/content/player/427478.html,"October 9, 1990, Hyderabad ","Hyderabad (India),",10.00,413,15,3,1,50,0,17,15,4,130,1,31.47,0
Doddapaneni Rushi Raj,http://www.espncricinfo.com/ci/content/player/279571.html,"April 3, 1986, Hyderabad ",Hyderabad (India),20.00,478,25,0,1,56,0,10,5,0,200,0,41.84,0
Sedezhalie Rupero,http://www.espncricinfo.com/ci/content/player/1159812.html,"November 15, 1997, Dimapur, Nagaland ",Nagaland,20.42,622,35,4,3,85,0,14,8,0,286,1,45.98,0
Sumit Ruikar,http://www.espncricinfo.com/ci/content/player/527291.html,"June 6, 1990, Nagpur ","Vidarbha,",24.61,1754,86,5,6,67*,0,40,27,6,837,3,47.71,0
Ritwik Roy Chowdhury,http://www.espncricinfo.com/ci/content/player/849751.html,"November 20, 1995, Kolkata ","Bengal,",18.00,66,10,3,0,19,0,9,10,4,90,2,136.36,0
Rohit Jadhav,http://www.espncricinfo.com/ci/content/player/227709.html,"April 2, 1987, Solapur, Maharashtra ",Maharashtra,6.70,212,6,6,0,13*,0,18,13,8,67,0,31.60,0
Kedar Jadhav,http://www.espncricinfo.com/ci/content/player/290716.html,"March 26, 1985, Pune, Maharashtra ","India,",43.48,1145,121,26,5,120,2,40,59,13,1174,20,102.53,0
Ashutosh Jadhav,http://www.espncricinfo.com/ci/content/player/270446.html,"January 27, 1987, Gwalior, Madhya Pradesh ",Madhya Pradesh,39.20,485,23,3,1,93*,0,8,5,3,196,0,40.41,0
Vishvaraj Jadeja,http://www.espncricinfo.com/ci/content/player/1131753.html,"July 19, 1998, Ahmedabad, Gujarat ","Saurashtra,",35.63,825,40,7,3,105*,1,12,6,1,392,6,47.51,0
Ravindra Jadeja,http://www.espncricinfo.com/ci/content/player/234675.html,"December 6, 1988, Navagam-Khed, Saurashtra ","India,",32.28,2299,149,31,10,100*,1,60,41,14,1485,40,64.59,0
Ajay Jadeja,http://www.espncricinfo.com/ci/content/player/29632.html,"February 1, 1971, Jamnagar, Gujarat ","India,",26.18,1463,62,5,4,96,0,24,15,2,576,3,39.37,0
Sheldon Jackson,http://www.espncricinfo.com/ci/content/player/237696.html,"September 27, 1986, Bhavnagar, Saurashtra ","Kolkata Knight Riders,",49.23,8004,546,48,24,181*,16,110,66,12,4825,99,60.28,2
Aditya Jain,http://www.espncricinfo.com/ci/content/player/26507.html,"June 11, 1986, Agra, Uttar Pradesh ",Delhi Under-16s,28.10,1488,74,11,4,76,0,22,16,2,562,0,37.76,0
Aryan Juyal,http://www.espncricinfo.com/ci/content/player/1130300.html,"November 11, 2001, Moradabad, Uttar Pradesh ",India Under-19s,32.33,128,8,1,1,69,0,3,3,0,97,0,75.78,1
Jayesh Satish Dongaonkar,http://www.espncricinfo.com/ci/content/player/279553.html,"February 17, 1987, Nagpur ",Vidarbha,38.50,264,17,3,0,49,0,5,3,1,154,0,58.33,0
Ravi Jangid,http://www.espncricinfo.com/ci/content/player/323223.html,"June 3, 1987, Rajasthan ",Vidarbha,26.25,4380,216,28,8,110,3,69,44,3,1733,7,39.56,0
H Naidu,http://www.espncricinfo.com/ci/content/player/32089.html,date unknown ,Services,4.00,58,2,1,0,17,0,7,4,2,20,1,34.48,0
Arzan Nagwaswalla,http://www.espncricinfo.com/ci/content/player/1136213.html,"October 17, 1997, Surat, Gujarat ","Gujarat,",3.00,64,4,1,0,15,0,8,8,1,21,0,32.81,0
Nagendra Kumar,http://www.espncricinfo.com/ci/content/player/31846.html,"September 15, 1977, Cuddapah, Andhra Pradesh ","Andhra,",-,-,-,0,-,-,-,-,1,-,-,-,-,0
